6.4016,71.316,-217.97,6.9058,88.251,-218.33,6.5628,115.9,-218.28,6.7055,120.41,-218.62,6.6586,108.18,-218.29,21.249,108.64,-219.04,24.788,87.543,-218.23,23.887,71.971,-211.48,23.887,71.971,-211.48,21.177,72.825,-208.76,23.725,64.415,-209.27,23.725,64.415,-209.27,6.6586,108.18,-218.29,-7.9473,108.24,-217.73,-11.406,87.125,-216.94,-10.819,71.049,-211.47,-10.819,71.049,-211.47,-8.2328,71.618,-208.55,-10.554,63.285,-210.18,-10.554,63.285,-210.18,14.461,71.077,-217.95,13.17,37.722,-221.57,11.849,7.41,-227.87,13.13,4.4919,-217.12,13.541,4.7537,-214.21,-1.658,71.556,-217.98,-3.7115,38.242,-221.61,-4.8222,8.1179,-228.8,-6.4704,4.6073,-218.27,-7.0431,4.7986,-215.38
6.4142,71.316,-217.92,6.9304,88.249,-218.33,6.637,115.9,-218.32,6.78,120.41,-218.64,6.7189,108.18,-218.33,21.31,108.63,-219.06,24.842,87.533,-218.16,23.935,71.983,-211.37,23.935,71.983,-211.37,21.215,72.861,-208.66,23.767,64.446,-209.09,23.767,64.446,-209.09,6.7189,108.18,-218.33,-7.8866,108.25,-217.76,-11.353,87.139,-216.92,-10.736,71.087,-211.37,-10.736,71.087,-211.37,-8.1461,71.668,-208.47,-10.456,63.326,-210.07,-10.456,63.326,-210.07,14.474,71.07,-217.93,13.167,37.724,-221.62,11.84,7.4122,-227.92,13.11,4.4999,-217.17,13.519,4.7642,-214.25,-1.6453,71.562,-217.9,-3.7116,38.256,-221.6,-4.8376,8.1444,-228.83,-6.4864,4.6183,-218.32,-7.0592,4.8075,-215.43
6.4306,71.316,-217.91,6.9523,88.249,-218.31,6.7003,115.9,-218.33,6.8555,120.41,-218.63,6.7707,108.18,-218.32,21.363,108.61,-219.05,24.869,87.509,-218.1,23.932,71.932,-211.37,23.932,71.932,-211.37,21.135,72.82,-208.75,23.835,64.444,-208.94,23.835,64.444,-208.94,6.7707,108.18,-218.32,-7.834,108.26,-217.73,-11.289,87.151,-216.83,-10.647,71.119,-211.23,-10.647,71.119,-211.23,-8.0494,71.717,-208.34,-10.356,63.365,-209.9,-10.356,63.365,-209.9,14.49,71.068,-217.93,13.162,37.726,-221.65,11.835,7.41,-227.93,13.091,4.4939,-217.17,13.498,4.7662,-214.26,-1.6288,71.565,-217.9,-3.7122,38.256,-221.57,-4.852,8.1538,-228.84,-6.502,4.6292,-218.32,-7.0747,4.8186,-215.43
6.4337,71.316,-217.91,6.9542,88.25,-218.28,6.7249,115.9,-218.33,6.8916,120.41,-218.63,6.789,108.18,-218.32,21.381,108.6,-219.05,24.892,87.501,-218.05,23.963,71.943,-211.28,23.963,71.943,-211.28,21.17,72.837,-208.65,23.868,64.46,-208.83,23.868,64.46,-208.83,6.789,108.18,-218.32,-7.8153,108.27,-217.72,-11.256,87.161,-216.73,-10.591,71.152,-211.07,-10.591,71.152,-211.07,-7.9873,71.776,-208.18,-10.27,63.407,-209.68,-10.27,63.407,-209.68,14.493,71.068,-217.92,13.161,37.722,-221.61,11.821,7.4174,-227.94,13.09,4.5164,-217.18,13.5,4.7851,-214.27,-1.6257,71.564,-217.89,-3.7107,38.253,-221.55,-4.8529,8.1603,-228.85,-6.5046,4.6407,-218.33,-7.0774,4.8319,-215.44
6.4326,71.316,-217.91,6.95,88.25,-218.27,6.7775,115.9,-218.33,6.9589,120.41,-218.62,6.8257,108.18,-218.31,21.419,108.58,-219.04,24.922,87.48,-218.04,24.012,71.938,-211.23,24.012,71.938,-211.23,21.238,72.841,-208.59,23.916,64.457,-208.78,23.916,64.457,-208.78,6.8257,108.18,-218.31,-7.7772,108.29,-217.69,-11.193,87.178,-216.66,-10.523,71.209,-210.88,-10.523,71.209,-210.88,-7.9566,71.842,-207.97,-10.225,63.469,-209.47,-10.225,63.469,-209.47,14.492,71.069,-217.91,13.16,37.725,-221.6,11.816,7.4212,-227.94,13.086,4.5258,-217.18,13.496,4.7937,-214.27,-1.6268,71.562,-217.92,-3.7255,38.247,-221.53,-4.8617,8.1583,-228.85,-6.5106,4.6449,-218.33,-7.0836,4.8363,-215.44
6.4218,71.315,-217.88,6.9366,88.248,-218.29,6.8199,115.9,-218.37,7.0199,120.41,-218.67,6.8525,108.18,-218.34,21.445,108.57,-219.09,24.941,87.467,-218.22,24.162,71.973,-211.28,24.162,71.973,-211.28,21.502,72.922,-208.54,24.084,64.509,-208.77,24.084,64.509,-208.77,6.8525,108.18,-218.34,-7.7508,108.32,-217.73,-11.08,87.193,-216.74,-10.562,71.285,-210.78,-10.562,71.285,-210.78,-8.1342,71.987,-207.76,-10.248,63.57,-209.24,-10.248,63.57,-209.24,14.481,71.07,-217.89,13.158,37.736,-221.67,11.834,7.4225,-227.97,13.098,4.5166,-217.21,13.505,4.7936,-214.3,-1.6377,71.561,-217.87,-3.7119,38.254,-221.56,-4.8375,8.1647,-228.88,-6.4925,4.649,-218.36,-7.0655,4.8421,-215.47
6.4144,71.315,-217.88,6.925,88.249,-218.26,6.8292,115.9,-218.37,7.0542,120.41,-218.68,6.856,108.18,-218.34,21.444,108.59,-219.16,24.91,87.475,-218.45,24.383,72.046,-211.35,24.383,72.046,-211.35,21.925,73.051,-208.44,24.43,64.617,-208.74,24.43,64.617,-208.74,6.856,108.18,-218.34,-7.7488,108.38,-217.78,-10.944,87.227,-216.82,-10.676,71.387,-210.67,-10.676,71.387,-210.67,-8.5299,72.167,-207.46,-10.47,63.708,-208.94,-10.47,63.708,-208.94,14.474,71.072,-217.87,13.157,37.739,-221.66,11.842,7.4264,-227.97,13.11,4.5236,-217.21,13.519,4.7887,-214.29,-1.6452,71.558,-217.89,-3.7204,38.247,-221.54,-4.8346,8.161,-228.88,-6.4868,4.6457,-218.36,-7.0601,4.8359,-215.47
6.3914,71.315,-217.88,6.8919,88.25,-218.23,6.8629,115.9,-218.38,7.1058,120.41,-218.71,6.871,108.18,-218.34,21.452,108.59,-219.27,24.921,87.473,-218.67,24.721,72.086,-211.46,24.721,72.086,-211.46,22.43,73.119,-208.43,24.924,64.683,-208.78,24.924,64.683,-208.78,6.871,108.18,-218.34,-7.7366,108.39,-217.87,-10.848,87.228,-216.85,-10.816,71.45,-210.54,-10.816,71.45,-210.54,-8.9189,72.301,-207.19,-10.714,63.806,-208.65,-10.714,63.806,-208.65,14.451,71.077,-217.84,13.16,37.739,-221.6,11.854,7.4372,-227.96,13.124,4.5132,-217.2,13.532,4.7791,-214.29,-1.6682,71.552,-217.92,-3.7203,38.235,-221.52,-4.8072,8.1522,-228.88,-6.463,4.6339,-218.36,-7.0369,4.8251,-215.47
6.3669,71.314,-217.87,6.8695,88.249,-218.23,6.8846,115.9,-218.44,7.1431,120.41,-218.75,6.8803,108.18,-218.38,21.457,108.57,-219.38,25.025,87.464,-218.85,25.141,72.084,-211.63,25.141,72.084,-211.63,22.939,73.094,-208.52,25.474,64.676,-208.98,25.474,64.676,-208.98,6.8803,108.18,-218.38,-7.7284,108.39,-217.94,-10.866,87.239,-216.83,-10.984,71.512,-210.39,-10.984,71.512,-210.39,-9.189,72.382,-207,-10.934,63.878,-208.46,-10.934,63.878,-208.46,14.426,71.076,-217.83,13.158,37.739,-221.61,11.883,7.4381,-227.97,13.154,4.5154,-217.22,13.564,4.7742,-214.31,-1.6927,71.553,-217.91,-3.7228,38.237,-221.54,-4.7857,8.1535,-228.9,-6.4392,4.6365,-218.38,-7.0126,4.8267,-215.49
6.3313,71.314,-217.81,6.8412,88.246,-218.27,6.8801,115.89,-218.57,7.159,120.4,-218.88,6.8692,108.17,-218.49,21.446,108.55,-219.51,25.236,87.482,-218.98,25.637,72.093,-211.78,25.637,72.093,-211.78,23.51,73.036,-208.61,26.038,64.632,-209.3,26.038,64.632,-209.3,6.8692,108.17,-218.49,-7.7381,108.4,-218.01,-10.984,87.272,-216.78,-11.162,71.573,-210.28,-11.162,71.573,-210.28,-9.3241,72.444,-206.9,-11.152,63.948,-208.31,-11.152,63.948,-208.31,14.391,71.071,-217.81,13.157,37.741,-221.67,11.908,7.4377,-228.02,13.181,4.5148,-217.27,13.591,4.7786,-214.36,-1.7283,71.557,-217.8,-3.7047,38.258,-221.61,-4.7465,8.1662,-228.94,-6.4054,4.6326,-218.43,-6.9791,4.8272,-215.54
