6.4016,71.316,-217.97,6.6537,79.784,-218.15,7.065,93.599,-218.44,7.4036,98.093,-218.88,6.9501,89.74,-218.36,14.255,89.523,-218.35,15.347,78.947,-217.1,16.213,70.553,-216.1,16.213,70.553,-216.1,14.147,70.287,-212.76,16.645,66.64,-216.15,16.645,66.64,-216.15,6.9501,89.74,-218.36,-0.35501,89.958,-218.37,-2.3598,79.726,-215.94,-3.9509,71.606,-214.01,-3.9509,71.606,-214.01,-1.9984,71.523,-210.59,-4.5804,67.728,-213.74,-4.5804,67.728,-213.74,10.431,71.196,-217.96,9.9319,54.42,-217.6,9.4745,38.977,-218.78,9.411,37.122,-213.48,9.4077,37.167,-210.53,2.3718,71.436,-217.97,1.8723,54.66,-217.62,1.4169,39.26,-219.27,1.3487,37.242,-214.03,1.3456,37.292,-211.08
6.4142,71.316,-217.92,6.6723,79.783,-218.13,7.0934,93.597,-218.46,7.4267,98.092,-218.89,6.9758,89.739,-218.37,14.281,89.516,-218.38,15.371,78.945,-217.08,16.236,70.556,-216.05,16.236,70.556,-216.05,14.179,70.326,-212.7,16.668,66.643,-216.05,16.668,66.643,-216.05,6.9758,89.739,-218.37,-0.32918,89.962,-218.36,-2.3305,79.744,-215.86,-3.9187,71.635,-213.88,-3.9187,71.635,-213.88,-1.9486,71.564,-210.48,-4.5481,67.759,-213.6,-4.5481,67.759,-213.6,10.444,71.193,-217.93,9.9325,54.419,-217.52,9.4591,38.97,-218.6,9.4124,37.142,-213.3,9.4194,37.204,-210.35,2.3845,71.439,-217.91,1.8731,54.665,-217.5,1.4001,39.26,-219.1,1.3481,37.259,-213.86,1.3551,37.321,-210.91
6.4306,71.316,-217.91,6.6915,79.783,-218.11,7.1171,93.597,-218.44,7.4567,98.093,-218.84,6.9982,89.739,-218.34,14.303,89.514,-218.36,15.391,78.942,-217.06,16.255,70.552,-216.03,16.255,70.552,-216.03,14.17,70.363,-212.7,16.739,66.645,-215.95,16.739,66.645,-215.95,6.9982,89.739,-218.34,-0.3067,89.964,-218.33,-2.2999,79.742,-215.85,-3.8819,71.629,-213.88,-3.8819,71.629,-213.88,-1.9109,71.561,-210.48,-4.5081,67.753,-213.6,-4.5081,67.753,-213.6,10.46,71.192,-217.92,9.9434,54.417,-217.53,9.4653,38.968,-218.61,9.4168,37.143,-213.31,9.4233,37.215,-210.35,2.4009,71.44,-217.91,1.8841,54.666,-217.52,1.4067,39.266,-219.16,1.3521,37.25,-213.92,1.3581,37.303,-210.97
6.4337,71.316,-217.91,6.6939,79.783,-218.1,7.1186,93.597,-218.4,7.4661,98.095,-218.79,7,89.739,-218.31,14.305,89.514,-218.33,15.404,78.943,-217.04,16.276,70.553,-216.02,16.276,70.553,-216.02,14.196,70.358,-212.68,16.762,66.647,-215.94,16.762,66.647,-215.94,7,89.739,-218.31,-0.30496,89.964,-218.3,-2.2859,79.744,-215.8,-3.8581,71.632,-213.82,-3.8581,71.632,-213.82,-1.8796,71.582,-210.42,-4.4718,67.755,-213.52,-4.4718,67.755,-213.52,10.463,71.192,-217.92,9.9478,54.416,-217.55,9.4704,38.972,-218.69,9.4229,37.125,-213.4,9.4297,37.177,-210.44,2.404,71.44,-217.9,1.8884,54.665,-217.53,1.4116,39.27,-219.22,1.3583,37.237,-214,1.3649,37.281,-211.04
6.4326,71.316,-217.91,6.6913,79.783,-218.09,7.1134,93.598,-218.38,7.4663,98.096,-218.75,6.9955,89.739,-218.3,14.301,89.516,-218.3,15.41,78.942,-217.04,16.29,70.55,-216.04,16.29,70.55,-216.04,14.221,70.344,-212.7,16.776,66.644,-215.98,16.776,66.644,-215.98,6.9955,89.739,-218.3,-0.30947,89.963,-218.31,-2.27,79.739,-215.81,-3.8259,71.624,-213.82,-3.8259,71.624,-213.82,-1.8966,71.573,-210.39,-4.4408,67.746,-213.53,-4.4408,67.746,-213.53,10.462,71.193,-217.91,9.9497,54.417,-217.56,9.479,38.973,-218.72,9.4185,37.121,-213.43,9.4178,37.168,-210.48,2.4029,71.439,-217.92,1.8903,54.663,-217.57,1.4216,39.273,-219.3,1.3552,37.225,-214.09,1.3541,37.258,-211.13
6.4218,71.315,-217.88,6.6792,79.782,-218.08,7.0992,93.596,-218.42,7.4605,98.091,-218.82,6.9819,89.738,-218.33,14.287,89.516,-218.33,15.402,78.937,-217.12,16.287,70.542,-216.15,16.287,70.542,-216.15,14.329,70.348,-212.74,16.755,66.633,-216.11,16.755,66.633,-216.11,6.9819,89.738,-218.33,-0.32312,89.96,-218.32,-2.2106,79.736,-215.76,-3.7087,71.622,-213.74,-3.7087,71.622,-213.74,-1.9273,71.673,-210.22,-4.2574,67.738,-213.4,-4.2574,67.738,-213.4,10.452,71.193,-217.88,9.9415,54.418,-217.47,9.47,38.966,-218.51,9.4214,37.155,-213.2,9.4274,37.237,-210.25,2.3921,71.438,-217.87,1.8821,54.663,-217.46,1.4114,39.264,-219.1,1.3564,37.247,-213.87,1.3616,37.301,-210.92
6.4144,71.315,-217.88,6.6697,79.782,-218.07,7.0862,93.597,-218.38,7.4688,98.091,-218.76,6.9699,89.739,-218.29,14.275,89.519,-218.28,15.363,78.93,-217.13,16.227,70.527,-216.22,16.227,70.527,-216.22,14.426,70.339,-212.72,16.7,66.619,-216.18,16.7,66.619,-216.18,6.9699,89.739,-218.29,-0.33518,89.959,-218.3,-2.1168,79.71,-215.77,-3.5308,71.576,-213.76,-3.5308,71.576,-213.76,-1.9851,71.715,-210.14,-4.056,67.692,-213.39,-4.056,67.692,-213.39,10.444,71.194,-217.87,9.9384,54.418,-217.5,9.4747,38.968,-218.57,9.4116,37.147,-213.27,9.4088,37.21,-210.32,2.3846,71.436,-217.89,1.8788,54.661,-217.51,1.4179,39.268,-219.22,1.3483,37.23,-214,1.3449,37.269,-211.04
6.3914,71.315,-217.88,6.6416,79.782,-218.05,7.0499,93.598,-218.34,7.438,98.092,-218.73,6.9359,89.739,-218.26,14.241,89.524,-218.23,15.334,78.933,-217.11,16.201,70.527,-216.23,16.201,70.527,-216.23,14.545,70.35,-212.66,16.684,66.619,-216.19,16.684,66.619,-216.19,6.9359,89.739,-218.26,-0.36925,89.954,-218.3,-2.1023,79.701,-215.75,-3.4776,71.563,-213.73,-3.4776,71.563,-213.73,-2.117,71.772,-210.04,-3.9986,67.682,-213.32,-3.9986,67.682,-213.32,10.421,71.196,-217.86,9.9254,54.42,-217.51,9.476,38.974,-218.65,9.396,37.13,-213.35,9.3834,37.187,-210.4,2.3616,71.433,-217.9,1.8658,54.657,-217.55,1.4212,39.269,-219.31,1.3353,37.214,-214.09,1.3219,37.245,-211.14
6.3669,71.314,-217.87,6.6182,79.782,-218.05,7.0282,93.597,-218.34,7.4253,98.092,-218.71,6.9137,89.739,-218.26,14.219,89.523,-218.22,15.376,78.937,-217.11,16.295,70.537,-216.23,16.295,70.537,-216.23,14.746,70.352,-212.62,16.79,66.631,-216.22,16.79,66.631,-216.22,6.9137,89.739,-218.26,-0.39144,89.955,-218.3,-2.1367,79.708,-215.73,-3.5218,71.577,-213.69,-3.5218,71.577,-213.69,-2.2395,71.799,-209.98,-4.0418,67.696,-213.28,-4.0418,67.696,-213.28,10.397,71.195,-217.85,9.8988,54.419,-217.49,9.4478,38.972,-218.62,9.3664,37.133,-213.32,9.353,37.185,-210.37,2.3371,71.434,-217.89,1.8392,54.657,-217.53,1.3931,39.268,-219.27,1.3059,37.219,-214.05,1.2918,37.252,-211.1
6.3313,71.314,-217.81,6.5862,79.78,-218.04,7.0022,93.593,-218.42,7.4161,98.085,-218.81,6.886,89.736,-218.31,14.191,89.515,-218.32,15.473,78.95,-217.16,16.491,70.565,-216.23,16.491,70.565,-216.23,15.016,70.341,-212.59,16.987,66.66,-216.27,16.987,66.66,-216.27,6.886,89.736,-218.31,-0.41906,89.956,-218.31,-2.2021,79.744,-215.63,-3.6171,71.64,-213.51,-3.6171,71.64,-213.51,-2.3075,71.894,-209.8,-4.1547,67.767,-213.05,-4.1547,67.767,-213.05,10.361,71.193,-217.81,9.856,54.419,-217.35,9.3897,38.964,-218.35,9.3387,37.169,-213.04,9.3429,37.25,-210.08,2.3015,71.436,-217.81,1.7964,54.662,-217.35,1.3312,39.253,-218.89,1.2745,37.268,-213.65,1.2786,37.347,-210.7
