-86.387,196.97,-134.14,-69.245,196.8,-133.64,-63.168,104.66,-134.41,-59.594,16.816,-152.48,-59.588,9.0166,-152.35,-103.53,197.14,-134.65,-115.52,105.68,-138.96,-126.39,17.409,-151.03,-126.38,9.61,-151.18,-86.168,219.82,-133.89,-86.123,252.64,-135.19,-80.188,272.95,-125.34,-52.388,264.53,-124.88,-43.443,204.86,-122.23,-44.685,158.49,-106.13,-45.174,140.79,-101.01,-90.78,273.34,-125.48,-115.02,256.59,-118.43,-125.5,202.2,-119.47,-126.87,156.92,-100.53,-129.2,140.6,-93.692,-85.378,272.86,-134.23,-84.863,298.79,-133.33,-84.662,308.55,-136.75
-86.383,196.97,-134.15,-69.242,196.8,-133.64,-63.168,104.66,-134.41,-59.599,16.816,-152.47,-59.592,9.0165,-152.35,-103.53,197.14,-134.65,-115.52,105.68,-138.97,-126.4,17.409,-151.03,-126.39,9.6102,-151.18,-86.166,219.82,-133.89,-86.119,252.64,-135.2,-80.187,272.95,-125.34,-52.387,264.53,-124.88,-43.433,204.86,-122.23,-44.674,158.49,-106.14,-45.161,140.79,-101.01,-90.779,273.34,-125.48,-115.02,256.59,-118.44,-125.49,202.19,-119.48,-126.86,156.91,-100.55,-129.19,140.59,-93.716,-85.376,272.86,-134.24,-84.866,298.79,-133.33,-84.665,308.55,-136.75
-86.38,196.97,-134.15,-69.239,196.8,-133.64,-63.169,104.66,-134.42,-59.603,16.815,-152.47,-59.597,9.0163,-152.35,-103.52,197.14,-134.66,-115.53,105.68,-138.97,-126.4,17.409,-151.04,-126.39,9.6103,-151.18,-86.163,219.82,-133.9,-86.114,252.64,-135.2,-80.187,272.95,-125.35,-52.387,264.53,-124.88,-43.423,204.86,-122.23,-44.663,158.49,-106.14,-45.147,140.8,-101.01,-90.779,273.34,-125.49,-115.02,256.58,-118.45,-125.47,202.19,-119.5,-126.85,156.91,-100.57,-129.18,140.58,-93.74,-85.374,272.86,-134.24,-84.87,298.79,-133.33,-84.668,308.55,-136.75
-86.377,196.97,-134.15,-69.235,196.81,-133.64,-63.17,104.66,-134.42,-59.608,16.815,-152.47,-59.602,9.0161,-152.35,-103.52,197.14,-134.66,-115.53,105.68,-138.98,-126.4,17.409,-151.04,-126.39,9.6105,-151.18,-86.161,219.82,-133.9,-86.11,252.65,-135.21,-80.187,272.95,-125.35,-52.386,264.53,-124.88,-43.413,204.86,-122.23,-44.652,158.49,-106.14,-45.132,140.8,-101.02,-90.778,273.34,-125.49,-115.02,256.58,-118.46,-125.46,202.18,-119.52,-126.84,156.9,-100.59,-129.17,140.57,-93.763,-85.373,272.86,-134.24,-84.874,298.79,-133.34,-84.671,308.55,-136.76
-86.374,196.97,-134.16,-69.232,196.81,-133.65,-63.171,104.66,-134.42,-59.611,16.815,-152.47,-59.605,9.0159,-152.35,-103.52,197.14,-134.66,-115.53,105.68,-138.98,-126.41,17.409,-151.03,-126.4,9.6101,-151.18,-86.158,219.82,-133.9,-86.108,252.65,-135.21,-80.188,272.95,-125.35,-52.388,264.53,-124.89,-43.404,204.86,-122.23,-44.639,158.49,-106.14,-45.116,140.8,-101.02,-90.78,273.34,-125.5,-115.02,256.58,-118.47,-125.45,202.18,-119.53,-126.82,156.89,-100.6,-129.17,140.56,-93.782,-85.373,272.86,-134.25,-84.88,298.79,-133.34,-84.677,308.55,-136.76
-86.37,196.97,-134.16,-69.229,196.81,-133.65,-63.172,104.66,-134.42,-59.615,16.815,-152.47,-59.608,9.0157,-152.35,-103.51,197.14,-134.67,-115.53,105.68,-138.99,-126.41,17.408,-151.03,-126.4,9.6097,-151.17,-86.156,219.82,-133.9,-86.106,252.65,-135.22,-80.189,272.95,-125.36,-52.389,264.53,-124.89,-43.395,204.86,-122.24,-44.628,158.49,-106.15,-45.101,140.8,-101.02,-90.781,273.34,-125.51,-115.02,256.57,-118.48,-125.44,202.17,-119.54,-126.81,156.89,-100.62,-129.16,140.56,-93.799,-85.373,272.86,-134.25,-84.886,298.79,-133.35,-84.682,308.56,-136.77
-86.367,196.97,-134.16,-69.225,196.81,-133.65,-63.173,104.66,-134.42,-59.618,16.815,-152.47,-59.612,9.0156,-152.35,-103.51,197.14,-134.67,-115.53,105.68,-138.99,-126.42,17.408,-151.03,-126.4,9.609,-151.17,-86.153,219.82,-133.91,-86.104,252.65,-135.23,-80.191,272.95,-125.36,-52.39,264.53,-124.89,-43.387,204.86,-122.24,-44.619,158.49,-106.15,-45.089,140.8,-101.02,-90.782,273.34,-125.51,-115.02,256.57,-118.49,-125.43,202.17,-119.56,-126.81,156.88,-100.63,-129.16,140.55,-93.814,-85.372,272.86,-134.26,-84.891,298.79,-133.35,-84.686,308.56,-136.77
-86.364,196.97,-134.16,-69.222,196.81,-133.65,-63.174,104.66,-134.43,-59.622,16.814,-152.47,-59.616,9.0154,-152.35,-103.51,197.14,-134.68,-115.53,105.68,-139,-126.42,17.407,-151.02,-126.41,9.6079,-151.16,-86.15,219.82,-133.91,-86.102,252.65,-135.23,-80.192,272.95,-125.37,-52.392,264.53,-124.9,-43.38,204.87,-122.24,-44.611,158.49,-106.15,-45.078,140.8,-101.02,-90.784,273.34,-125.52,-115.02,256.57,-118.5,-125.42,202.16,-119.57,-126.8,156.88,-100.65,-129.15,140.55,-93.828,-85.372,272.86,-134.27,-84.897,298.79,-133.36,-84.691,308.56,-136.78
-86.36,196.97,-134.17,-69.218,196.81,-133.65,-63.176,104.66,-134.43,-59.626,16.814,-152.47,-59.62,9.0151,-152.34,-103.5,197.14,-134.68,-115.54,105.68,-139.01,-126.42,17.406,-151.01,-126.41,9.6069,-151.16,-86.148,219.82,-133.91,-86.101,252.65,-135.24,-80.193,272.95,-125.37,-52.393,264.53,-124.9,-43.373,204.87,-122.25,-44.603,158.49,-106.16,-45.067,140.81,-101.02,-90.785,273.34,-125.53,-115.02,256.57,-118.51,-125.41,202.16,-119.58,-126.79,156.87,-100.66,-129.15,140.55,-93.84,-85.372,272.86,-134.27,-84.903,298.79,-133.37,-84.696,308.56,-136.79
-86.356,196.98,-134.17,-69.215,196.81,-133.65,-63.177,104.66,-134.43,-59.63,16.814,-152.46,-59.624,9.0147,-152.34,-103.5,197.14,-134.69,-115.54,105.68,-139.01,-126.43,17.405,-151.01,-126.42,9.6059,-151.15,-86.145,219.82,-133.92,-86.1,252.65,-135.25,-80.195,272.95,-125.38,-52.395,264.53,-124.9,-43.366,204.87,-122.25,-44.595,158.5,-106.16,-45.057,140.81,-101.03,-90.787,273.34,-125.53,-115.02,256.56,-118.51,-125.4,202.15,-119.59,-126.78,156.86,-100.68,-129.14,140.54,-93.853,-85.372,272.86,-134.28,-84.91,298.79,-133.37,-84.702,308.56,-136.79
