-71.166,195.9,-122.8,-54.036,195.16,-123.16,-38.893,104.08,-125.19,-26.378,17.653,-145.89,-26.378,9.8529,-145.89,-88.296,196.64,-122.44,-99.518,105.21,-115.94,-107.9,17.687,-133.96,-107.92,9.8866,-133.96,-70.173,218.73,-122.58,-68.428,251.47,-124.57,-63.673,271.71,-113.98,-36.062,262.69,-113.65,-24.664,203.4,-111.85,-26.938,156.43,-97.721,-28.032,138.68,-92.928,-74.264,271.66,-114.42,-98.363,254.55,-107.74,-108.28,200.04,-107.58,-108.26,154.3,-89.727,-108.94,137.33,-84.26,-68.6,271.66,-123.02,-70.729,297.52,-122.54,-70.862,307.23,-126.12
-71.117,195.9,-122.84,-53.987,195.18,-123.22,-38.843,104.1,-125.17,-26.393,17.651,-145.83,-26.393,9.8513,-145.83,-88.248,196.63,-122.47,-99.524,105.21,-115.87,-107.95,17.693,-133.92,-107.97,9.8934,-133.92,-70.146,218.73,-122.59,-68.353,251.48,-124.5,-63.59,271.71,-113.89,-35.966,262.73,-113.47,-24.688,203.41,-111.75,-26.964,156.42,-97.691,-28.101,138.67,-92.888,-74.18,271.66,-114.35,-98.274,254.51,-107.78,-108.34,200.03,-107.62,-108.46,154.35,-89.614,-109.11,137.37,-84.156,-68.502,271.67,-122.94,-70.79,297.51,-122.52,-70.926,307.22,-126.11
-71.063,195.91,-122.89,-53.932,195.2,-123.28,-38.755,104.12,-125.16,-26.409,17.648,-145.76,-26.409,9.848,-145.76,-88.194,196.61,-122.5,-99.533,105.21,-115.82,-107.99,17.699,-133.87,-108.02,9.8994,-133.87,-70.113,218.74,-122.6,-68.271,251.48,-124.41,-63.496,271.7,-113.79,-35.858,262.77,-113.28,-24.698,203.43,-111.65,-27.013,156.42,-97.659,-28.195,138.68,-92.847,-74.085,271.67,-114.27,-98.176,254.47,-107.81,-108.44,200.03,-107.68,-108.72,154.42,-89.481,-109.35,137.44,-84.029,-68.395,271.67,-122.85,-70.843,297.5,-122.51,-70.985,307.21,-126.1
-71.002,195.91,-122.94,-53.871,195.21,-123.35,-38.632,104.14,-125.07,-26.428,17.649,-145.69,-26.428,9.8493,-145.69,-88.133,196.6,-122.53,-99.544,105.21,-115.75,-108.05,17.71,-133.82,-108.08,9.9098,-133.82,-70.068,218.73,-122.61,-68.174,251.48,-124.32,-63.389,271.69,-113.68,-35.737,262.81,-113.07,-24.671,203.45,-111.55,-27.071,156.43,-97.62,-28.285,138.69,-92.799,-73.977,271.68,-114.17,-98.064,254.42,-107.85,-108.54,200.02,-107.77,-109.02,154.51,-89.334,-109.64,137.52,-83.883,-68.277,271.67,-122.75,-70.893,297.49,-122.51,-71.044,307.2,-126.09
-70.931,195.9,-123,-53.8,195.21,-123.43,-38.457,104.15,-124.81,-26.444,17.677,-145.62,-26.443,9.8771,-145.61,-88.062,196.58,-122.58,-99.562,105.21,-115.65,-108.12,17.728,-133.76,-108.15,9.928,-133.76,-70.005,218.72,-122.62,-68.059,251.48,-124.22,-63.268,271.67,-113.56,-35.598,262.85,-112.86,-24.594,203.48,-111.45,-27.116,156.45,-97.572,-28.352,138.72,-92.734,-73.856,271.67,-114.06,-97.939,254.35,-107.89,-108.62,199.99,-107.9,-109.36,154.6,-89.178,-109.96,137.62,-83.718,-68.147,271.66,-122.63,-70.94,297.46,-122.52,-71.103,307.17,-126.1
-70.849,195.88,-123.07,-53.718,195.2,-123.52,-38.252,104.16,-124.53,-26.444,17.712,-145.55,-26.44,9.9119,-145.53,-87.98,196.56,-122.63,-99.595,105.22,-115.52,-108.21,17.755,-133.69,-108.24,9.9553,-133.7,-69.931,218.71,-122.64,-67.923,251.47,-124.11,-63.13,271.65,-113.43,-35.441,262.9,-112.64,-24.472,203.52,-111.36,-27.161,156.48,-97.518,-28.413,138.75,-92.66,-73.718,271.65,-113.94,-97.802,254.27,-107.93,-108.7,199.96,-108.08,-109.74,154.72,-89.012,-110.35,137.74,-83.531,-68.001,271.65,-122.51,-70.968,297.43,-122.54,-71.146,307.14,-126.12
-70.757,195.87,-123.15,-53.627,195.2,-123.61,-38.025,104.18,-124.24,-26.431,17.749,-145.47,-26.426,9.9489,-145.44,-87.888,196.54,-122.68,-99.643,105.24,-115.36,-108.32,17.793,-133.6,-108.35,9.9932,-133.62,-69.847,218.7,-122.65,-67.766,251.45,-124,-62.972,271.63,-113.3,-35.264,262.94,-112.42,-24.295,203.56,-111.28,-27.197,156.53,-97.453,-28.459,138.81,-92.59,-73.56,271.63,-113.81,-97.651,254.2,-107.99,-108.77,199.93,-108.31,-110.17,154.88,-88.831,-110.77,137.91,-83.331,-67.836,271.64,-122.37,-70.969,297.4,-122.56,-71.166,307.11,-126.14
-70.656,195.86,-123.22,-53.526,195.19,-123.71,-37.786,104.19,-123.94,-26.419,17.787,-145.39,-26.412,9.987,-145.35,-87.786,196.52,-122.74,-99.694,105.26,-115.18,-108.45,17.837,-133.52,-108.47,10.037,-133.54,-69.753,218.68,-122.67,-67.589,251.44,-123.89,-62.797,271.6,-113.16,-35.068,262.99,-112.19,-24.057,203.61,-111.2,-27.216,156.6,-97.376,-28.485,138.88,-92.525,-73.384,271.6,-113.69,-97.49,254.14,-108.05,-108.83,199.91,-108.59,-110.66,155.09,-88.628,-111.22,138.12,-83.122,-67.654,271.62,-122.24,-70.933,297.36,-122.6,-71.157,307.07,-126.17
-70.545,195.84,-123.3,-53.416,195.18,-123.81,-37.542,104.2,-123.64,-26.414,17.823,-145.32,-26.405,10.023,-145.26,-87.675,196.5,-122.79,-99.746,105.27,-114.97,-108.59,17.889,-133.43,-108.6,10.089,-133.46,-69.647,218.66,-122.69,-67.391,251.42,-123.77,-62.605,271.56,-113.02,-34.854,263.04,-111.95,-23.748,203.68,-111.14,-27.207,156.7,-97.287,-28.496,138.96,-92.46,-73.192,271.57,-113.56,-97.319,254.07,-108.12,-108.89,199.9,-108.93,-111.2,155.36,-88.394,-111.71,138.39,-82.891,-67.454,271.6,-122.11,-70.859,297.32,-122.63,-71.125,307.03,-126.2
-70.424,195.81,-123.38,-53.295,195.16,-123.91,-37.298,104.21,-123.33,-26.414,17.854,-145.24,-26.404,10.055,-145.18,-87.554,196.47,-122.85,-99.799,105.3,-114.75,-108.73,17.95,-133.34,-108.74,10.15,-133.38,-69.528,218.64,-122.71,-67.173,251.39,-123.66,-62.395,271.53,-112.89,-34.622,263.09,-111.72,-23.386,203.75,-111.1,-27.166,156.81,-97.195,-28.508,139.07,-92.403,-72.981,271.54,-113.43,-97.137,254.01,-108.2,-108.96,199.9,-109.33,-111.81,155.71,-88.119,-112.24,138.74,-82.604,-67.235,271.57,-121.98,-70.761,297.27,-122.67,-71.079,306.98,-126.24
